preco_venda,area_util,quartos,suites,vagas,valor_condominio,valor_iptu,bairro_quadra,tipo_imovel,qtd_comodidades
740000.0,280.0,3.0,3,3,200.0,2220.0,4,1,1
540000.0,160.0,3.0,1,8,200.0,1620.0,4,1,13
749000.0,290.0,3.0,3,3,200.0,2247.0,4,1,1
750000.0,330.0,3.0,3,2,200.0,1.0,4,1,0
1100000.0,452.0,3.0,3,2,750.0,1828.0,4,1,0
780000.0,250.0,3.0,1,3,800.0,2340.0,4,1,0
737000.0,200.0,3.0,2,0,306.0,504.0,4,1,6
749000.0,150.0,3.0,2,3,262.0,2247.0,4,1,10
760000.0,200.0,3.0,2,5,280.0,2280.0,4,1,16
750000.0,200.0,3.0,3,4,200.0,4440.0,4,1,3
545000.0,160.0,3.0,1,2,320.0,1635.0,4,1,12
1860000.0,423.0,3.0,3,2,750.0,909.0,4,1,9
1490000.0,301.0,3.0,1,2,952.0,2256.0,4,1,3
1950000.0,295.0,3.0,1,4,820.0,5850.0,4,1,16
1550000.0,300.0,3.0,1,12,480.0,4650.0,4,1,7
1700000.0,300.0,3.0,3,3,5.0,5100.0,4,1,14
1550000.0,230.0,3.0,3,2,550.0,1300.0,4,1,9
1100000.0,250.0,3.0,2,2,1000.0,1500.0,4,1,0
1100000.0,800.0,3.0,1,10,935.0,1800.0,4,1,8
1250000.0,300.0,3.0,1,0,900.0,2200.0,4,1,2
1530000.0,396.0,3.0,1,2,770.0,3103.0,4,1,2
699000.0,300.0,3.0,3,4,200.0,2097.0,4,1,0
1790000.0,320.0,3.0,3,2,987.0,1721.0,4,1,4
2390000.0,480.0,3.0,3,4,915.0,2256.0,4,1,3
1790000.0,292.0,3.0,3,4,910.0,1880.0,4,1,19
1400000.0,200.0,3.0,1,4,480.0,66.0,4,1,3
1259000.0,200.0,3.0,1,2,535.0,794.0,4,1,17
870000.0,180.0,3.0,2,3,530.0,2610.0,4,1,10
549000.0,120.0,3.0,1,0,545.0,715.0,4,1,7
1150000.0,238.0,3.0,2,4,530.0,3450.0,4,1,20
1200000.0,300.0,3.0,1,4,655.0,3600.0,4,1,2
1050000.0,450.0,3.0,3,2,495.0,1500.0,4,1,8
1950000.0,265.0,3.0,3,4,550.0,1300.0,4,1,0
1700000.0,222.0,3.0,3,2,495.0,1200.0,4,1,11
850000.0,110.0,3.0,1,2,420.0,173.0,4,1,11
1650000.0,500.0,3.0,3,2,272.0,2000.0,4,1,0
1320000.0,220.0,3.0,2,2,570.0,720.0,4,1,1
2280000.0,268.0,3.0,2,4,500.0,700.0,4,1,23
1650000.0,273.0,3.0,1,2,513.0,2000.0,4,1,0
980000.0,200.0,3.0,1,2,850.0,971.0,4,1,1
1749000.0,294.0,3.0,3,2,566.0,5247.0,4,1,3
900000.0,140.0,3.0,1,2,500.0,2000.0,4,1,0
1500000.0,700.0,3.0,1,3,514.0,800.0,4,1,2
1400000.0,250.0,3.0,3,2,515.0,1500.0,4,1,4
1300000.0,300.0,3.0,3,2,495.0,900.0,4,1,8
1650000.0,300.0,3.0,3,4,1800.0,4200.0,4,1,0
870000.0,200.0,3.0,2,2,645.0,2610.0,4,1,10
2600000.0,300.0,3.0,3,2,400.0,7800.0,4,1,0
2590000.0,360.0,3.0,3,4,495.0,7770.0,4,1,0
1750000.0,300.0,3.0,3,3,550.0,5250.0,4,1,8
1700000.0,400.0,3.0,1,2,550.0,1900.0,4,1,7
1700000.0,222.0,3.0,3,2,495.0,1500.0,4,1,0
560000.0,80.0,3.0,1,2,450.0,1680.0,4,1,10
850000.0,270.0,3.0,3,6,530.0,2550.0,4,1,10
1160000.0,182.0,3.0,1,2,706.0,3480.0,4,1,4
680000.0,260.0,3.0,2,4,700.0,2040.0,4,1,2
670000.0,200.0,3.0,2,3,786.0,2010.0,4,1,6
600000.0,200.0,3.0,2,3,600.0,1800.0,4,1,6
650000.0,300.0,3.0,2,3,700.0,3800.0,4,1,8
680000.0,260.0,3.0,2,3,786.0,1207.0,4,1,4
890000.0,200.0,3.0,2,2,680.0,2670.0,4,1,1
780000.0,225.0,3.0,1,2,700.0,2340.0,4,1,2
1300000.0,227.0,3.0,2,2,706.0,1152.0,4,1,0
650000.0,230.0,3.0,2,3,704.0,1950.0,4,1,0
1250000.0,240.0,3.0,3,2,100.0,3750.0,4,1,16
890000.0,200.0,3.0,3,2,200.0,2670.0,4,1,4
598000.0,315.0,3.0,0,2,180.0,1794.0,4,1,0
598000.0,315.0,3.0,1,2,180.0,1794.0,4,1,3
899000.0,280.0,3.0,2,2,200.0,2697.0,4,1,12
768000.0,348.0,3.0,2,2,780.0,1554.0,4,1,1
1150000.0,332.0,3.0,3,2,540.0,1065.0,4,1,1
1580000.0,350.0,3.0,3,2,746.0,4740.0,4,1,0
1100000.0,258.0,3.0,3,2,530.0,3300.0,4,1,14
1390000.0,230.0,3.0,3,2,530.0,4170.0,4,1,16
849000.0,190.0,3.0,1,2,530.0,2547.0,4,1,12
1580000.0,400.0,3.0,3,6,450.0,4740.0,4,1,0
1390000.0,225.0,3.0,2,4,480.0,2153.0,4,1,9
1590000.0,250.0,3.0,3,2,530.0,4770.0,4,1,15
750000.0,200.0,3.0,0,2,751.0,2250.0,4,1,15
1650000.0,300.0,3.0,2,2,480.0,4950.0,4,1,2
1730000.0,300.0,3.0,2,2,480.0,5190.0,4,1,2
935000.0,230.0,3.0,1,2,545.0,2805.0,4,1,1
1259000.0,185.0,3.0,1,4,530.0,3777.0,4,1,17
1150000.0,230.0,3.0,3,2,480.0,3450.0,4,1,10
1200000.0,213.0,3.0,2,4,630.0,1500.0,4,1,0
1300000.0,185.0,3.0,1,4,480.0,595.0,4,1,0
1290000.0,164.89,3.0,1,2,602.0,1146.0,4,1,14
980000.0,310.0,3.0,3,4,520.0,2940.0,4,1,10
980000.0,390.0,3.0,3,2,706.0,2940.0,4,1,0
1100000.0,445.0,3.0,3,2,745.0,3300.0,4,1,0
1290000.0,250.0,3.0,3,4,700.0,3870.0,4,1,13
1700000.0,300.0,3.0,3,2,590.0,7200.0,4,1,3
1249999.99,180.0,3.0,3,0,400.0,1000.0,4,1,0
1420000.0,215.0,3.0,3,4,500.0,251.0,4,1,12
1690000.0,300.0,3.0,3,4,400.0,5070.0,4,1,0
1150000.0,300.0,3.0,3,4,400.0,1000.0,4,1,0
1250000.0,180.0,3.0,3,2,400.0,1500.0,4,1,3
1495000.0,250.0,3.0,3,4,450.0,1800.0,4,1,8
1469999.99,300.0,3.0,3,2,400.0,2000.0,4,1,0
1420000.0,205.0,3.0,3,2,450.0,4260.0,4,1,16
1420000.0,202.76,3.0,3,2,400.0,1050.0,4,1,0
1550000.0,250.0,3.0,3,2,700.0,4650.0,4,1,0
1690000.0,256.0,3.0,3,4,480.0,1200.0,4,1,14
950000.0,200.0,3.0,1,8,400.0,1000.0,4,1,0
1590000.0,200.0,3.0,1,2,400.0,1200.0,4,1,14
1550000.0,320.0,3.0,3,2,400.0,594.0,4,1,3
1580000.0,298.0,3.0,3,2,400.0,4740.0,4,1,0
795000.0,180.0,3.0,3,4,550.0,1200.0,4,1,0
1420000.0,202.0,3.0,3,2,400.0,1500.0,4,1,12
1590000.0,205.0,3.0,3,2,400.0,1500.0,4,1,0
800000.0,400.0,3.0,3,1,400.0,2400.0,4,1,5
1500000.0,295.0,3.0,3,2,400.0,1500.0,4,1,6
1800000.0,316.0,3.0,3,2,781.0,1320.0,4,1,17
1195000.0,265.0,3.0,1,2,560.0,3585.0,4,1,0
1100000.0,747.0,3.0,3,3,700.0,900.0,4,1,4
1200000.0,213.0,3.0,2,2,530.0,1500.0,4,1,3
1450000.0,254.0,3.0,3,2,800.0,4350.0,4,1,1
1490000.0,400.0,3.0,1,2,670.0,172.0,4,1,2
1390000.0,320.0,3.0,3,2,750.0,4170.0,4,1,20
1750000.0,430.0,3.0,3,4,560.0,5250.0,4,1,23
1200000.0,303.0,3.0,1,2,766.0,962.0,4,1,4
1490000.0,301.0,3.0,1,4,700.0,332.0,4,1,4
1590000.0,298.0,3.0,3,4,600.0,4770.0,4,1,4
890000.0,200.0,3.0,1,4,400.0,2000.0,4,1,0
1420000.0,203.0,3.0,3,2,460.0,800.0,4,1,17
1470000.0,250.0,3.0,3,2,570.0,2000.0,4,1,5
1200000.0,336.0,3.0,1,5,609.0,187.0,4,1,4
1390000.0,160.0,3.0,1,1,495.0,1419.0,4,1,2
1270000.0,200.0,3.0,3,4,650.0,3810.0,4,1,0
1290000.0,168.1,3.0,1,4,650.0,3870.0,4,1,23
1890000.0,220.0,3.0,2,4,900.0,5670.0,4,1,23
1980000.0,314.0,3.0,2,5,670.0,1850.0,4,1,13
1800000.0,340.0,3.0,2,4,771.0,2645.0,4,1,2
1349000.0,300.0,3.0,3,3,800.0,1985.0,4,1,9
1050000.0,240.0,3.0,1,2,577.0,3150.0,4,1,0
1100000.0,280.0,3.0,1,4,480.0,3300.0,4,1,21
1800000.0,205.0,3.0,1,4,570.0,5400.0,4,1,2
700000.0,300.0,3.0,1,0,560.0,800.0,4,1,0
980000.0,271.0,3.0,1,6,565.0,1055.0,4,1,0
1100000.0,271.32,3.0,1,7,444.0,3300.0,4,1,4
580000.0,212.0,3.0,0,0,582.0,1500.0,4,1,1
1550000.0,255.0,3.0,3,6,400.0,3672.0,4,1,2
1560000.0,332.0,3.0,3,2,540.0,1722.0,4,1,3
1650000.0,272.0,3.0,3,2,495.0,3978.0,4,1,2
1700000.0,660.0,3.0,1,2,495.0,3978.0,4,1,3
1399000.0,270.0,3.0,3,6,700.0,4197.0,4,1,2
950000.0,172.0,3.0,1,4,800.0,2000.0,4,1,0
1200000.0,300.0,3.0,1,3,530.0,3600.0,4,1,11
2800000.0,700.0,3.0,3,3,1000.0,3000.0,4,1,0
698000.0,300.0,3.0,2,2,550.0,2094.0,4,1,17
1290000.0,172.0,3.0,1,1,790.0,3870.0,4,1,10
1267900.0,161.3,3.0,3,2,490.0,3803.7000000000003,4,1,24
1380000.0,220.0,3.0,3,2,1000.0,4140.0,4,1,0
1380000.0,220.0,3.0,3,2,1000.0,4140.0,4,1,1
1270000.0,210.0,3.0,3,2,500.0,3810.0,4,1,0
1990000.0,450.0,3.0,3,2,500.0,5970.0,4,1,1
1990000.0,450.0,3.0,3,2,500.0,5970.0,4,1,1
1290000.0,180.0,3.0,1,2,607.0,3870.0,4,1,0
1050000.0,272.0,3.0,2,0,588.0,148.0,4,1,1
1250000.0,230.0,3.0,2,0,950.0,62.0,4,1,3
850000.0,280.0,3.0,3,0,250.0,2550.0,4,1,11
1849000.0,380.0,4.0,3,2,650.0,5547.0,0,1,9
2199000.0,320.0,4.0,4,2,710.0,1176.0,4,1,9
1300000.0,350.0,4.0,3,2,950.0,865.0,4,1,13
1400000.0,300.0,4.0,3,4,922.0,865.0,4,1,11
1550000.0,600.0,5.0,2,4,500.0,4650.0,3,1,3
2099000.0,400.0,4.0,4,4,300.0,600.0,2,1,31
1750000.0,300.0,4.0,4,4,497.0,5250.0,0,1,4
1750000.0,300.0,4.0,4,2,497.0,5250.0,0,1,15
1790000.0,290.0,4.0,4,2,497.0,5370.0,0,1,16
2599000.0,456.0,3.0,1,4,500.0,7797.0,16,1,13
1650000.0,210.0,3.0,3,2,750.0,1395.0,13,1,2
1800000.0,300.0,3.0,3,3,250.0,5400.0,11,1,16
2000000.0,500.0,3.0,3,2,700.0,6000.0,11,1,14
2950000.0,620.0,3.0,3,6,500.0,8850.0,11,1,4
2950000.0,620.0,3.0,3,10,450.0,1000.0,11,1,20
2850000.0,536.0,4.0,3,2,600.0,8550.0,4,1,5
1500000.0,309.59,4.0,4,2,1020.0,415.0,4,1,6
1450000.0,400.0,5.0,1,2,770.0,150.0,4,1,9
1590000.0,436.0,4.0,3,2,1000.0,175.0,4,1,21
1170000.0,350.0,4.0,4,8,708.0,3510.0,4,1,11
1320000.0,370.0,4.0,4,4,720.0,1524.0,4,1,3
1600000.0,450.0,5.0,4,6,530.0,4800.0,4,1,6
750000.0,490.0,5.0,0,2,706.0,2250.0,4,1,3
999500.0,280.0,4.0,3,2,706.0,1130.0,4,1,20
920000.0,250.0,4.0,1,4,150.0,2760.0,4,1,1
1350000.0,383.0,5.0,3,0,450.0,4050.0,4,1,10
2450000.0,560.0,5.0,5,8,100.0,7350.0,4,1,11
1890000.0,436.8,4.0,4,4,1085.0,5670.0,4,1,1
1790000.0,311.75,4.0,4,2,1000.0,982.0,4,1,11
3500000.0,438.0,4.0,4,4,880.0,150.0,4,1,9
1090000.0,360.0,4.0,3,2,1085.0,1090.0,4,1,11
1780000.0,350.0,4.0,3,3,1020.0,1254.0,4,1,2
2100000.0,360.0,4.0,3,4,1000.0,985.0,4,1,8
1480000.0,320.0,3.0,3,2,200.0,1800.0,11,1,2
3200000.0,350.0,3.0,3,4,400.0,9600.0,11,1,23
1480000.0,330.0,3.0,3,2,350.0,1550.0,11,1,4
1480000.0,320.0,3.0,3,2,200.0,4440.0,11,1,9
3700000.0,237.0,3.0,3,3,1900.0,11100.0,8,1,24
1600000.0,400.0,3.0,3,1,667.0,4800.0,7,1,1
1050000.0,230.0,3.0,1,2,780.0,1188.0,6,1,14
1200000.0,360.0,3.0,1,10,150.0,3600.0,6,1,0
547000.0,300.0,3.0,2,2,110.0,1641.0,6,1,3
1600000.0,440.0,3.0,3,3,776.0,4800.0,6,1,0
1590000.0,200.0,3.0,0,0,800.0,4770.0,6,1,10
1400000.0,800.0,3.0,2,4,610.0,4200.0,6,1,9
2690000.0,400.0,3.0,3,4,710.0,8070.0,6,1,16
1890000.0,260.0,3.0,2,3,670.0,5670.0,11,1,9
2390000.0,535.0,3.0,3,3,450.0,7170.0,11,1,11
2000000.0,350.0,3.0,3,2,200.0,6000.0,11,1,13
1690000.0,400.0,3.0,3,4,250.0,5070.0,11,1,0
1750000.0,400.0,3.0,3,2,350.0,800.0,11,1,2
4997000.0,540.0,3.0,2,8,780.0,14991.0,11,1,0
890000.0,150.0,3.0,2,6,237.0,2670.0,11,1,1
890000.0,200.0,3.0,1,3,230.0,2670.0,11,1,2
1290000.0,300.0,3.0,3,4,300.0,3870.0,11,1,11
1250000.0,180.0,3.0,1,2,420.0,1866.0,11,1,13
2000000.0,300.0,3.0,3,3,350.0,6000.0,11,1,2
2390000.0,370.0,3.0,3,0,800.0,2750.0,11,1,15
2890000.0,600.0,3.0,3,2,750.0,3850.0,11,1,23
1660000.0,550.0,3.0,2,4,355.0,4980.0,11,1,5
2449000.0,527.0,3.0,3,4,250.0,4500.0,11,1,0
1680000.0,550.0,3.0,3,4,355.0,5040.0,11,1,7
1700000.0,340.0,3.0,3,2,919.0,5100.0,4,1,4
1730000.0,605.0,5.0,5,2,839.0,1985.0,4,1,7
1350000.0,400.0,5.0,3,2,858.0,4050.0,4,1,6
1550000.0,502.17,8.0,2,3,858.0,2605.0,4,1,7
1740000.0,482.0,5.0,4,3,975.0,234.0,4,1,6
2998000.0,900.0,7.0,5,4,1280.0,5549.0,4,1,8
4000000.0,791.0,5.0,2,9,975.0,662.0,4,1,7
2600000.0,530.0,4.0,1,4,858.0,2523.0,4,1,5
1250000.0,822.0,5.0,2,4,920.0,3750.0,4,1,1
2500000.0,700.0,6.0,6,0,791.0,7500.0,4,1,3
1750000.0,566.0,4.0,4,4,853.0,1200.0,4,1,4
1800000.0,550.0,9.0,5,4,770.0,1960.0,4,1,4
2600000.0,550.0,4.0,4,4,600.0,7800.0,4,1,21
2600000.0,550.0,4.0,4,4,600.0,2600.0,4,1,19
2600000.0,500.0,4.0,2,0,600.0,7800.0,4,1,0
1040000.0,252.0,6.0,1,3,800.0,1828.0,4,1,20
1520000.0,496.0,4.0,1,4,897.0,4560.0,4,1,0
1550000.0,478.0,4.0,1,4,897.0,4650.0,4,1,5
1490000.0,500.0,4.0,1,4,897.0,4470.0,4,1,14
2300000.0,408.21,5.0,5,0,850.0,1500.0,4,1,8
1800000.0,589.0,4.0,4,4,930.0,516.0,4,1,5
2600000.0,300.0,4.0,3,4,495.0,7800.0,4,1,0
1280000.0,320.0,4.0,2,4,645.0,3840.0,4,1,17
1460000.0,290.0,4.0,4,3,550.0,4380.0,4,1,9
1950000.0,320.0,4.0,4,7,513.0,1000.0,4,1,13
2600000.0,370.0,4.0,3,4,495.0,7800.0,4,1,0
1750000.0,600.0,6.0,5,4,495.0,1500.0,4,1,0
2100000.0,294.0,4.0,4,4,1250.0,6300.0,4,1,0
1699000.0,380.0,4.0,3,10,550.0,5097.0,4,1,27
2890000.0,480.0,4.0,4,4,510.0,8670.0,4,1,18
1495000.0,350.0,5.0,2,4,550.0,1500.0,4,1,13
1800000.0,468.87,6.0,4,5,825.0,2665.0,4,1,15
2550000.0,358.97,4.0,4,4,877.0,348.0,4,1,15
1900000.0,591.0,4.0,1,2,892.0,3427.0,4,1,4
2600000.0,960.0,5.0,5,3,830.0,7800.0,4,1,3
4000000.0,791.0,5.0,2,9,975.0,12000.0,4,1,0
1520000.0,490.0,4.0,2,2,380.0,2457.0,4,1,0
1720000.0,420.0,4.0,3,2,900.0,5160.0,4,1,21
1450000.0,324.0,4.0,2,2,550.0,4350.0,4,1,1
2900000.0,142.0,4.0,4,4,706.0,8700.0,4,1,2
2900000.0,142.0,7.0,5,4,564.0,253.0,4,1,6
750000.0,230.0,4.0,2,2,706.0,2250.0,4,1,0
1250000.0,466.0,4.0,4,4,700.0,1101.0,4,1,2
1400000.0,400.0,4.0,2,0,700.0,1700.0,4,1,0
1490000.0,500.0,5.0,3,4,750.0,318.0,4,1,1
970000.0,230.0,4.0,3,2,750.0,2196.0,4,1,1
1170000.0,400.0,4.0,4,4,600.0,280.0,4,1,13
1170000.0,400.0,4.0,4,4,708.0,299.0,4,1,6
1150000.0,400.0,4.0,4,2,800.0,3450.0,4,1,20
1450000.0,408.0,4.0,4,3,706.0,1140.0,4,1,2
1100000.0,548.0,4.0,2,4,750.0,115.0,4,1,4
1100000.0,539.0,4.0,3,4,706.0,1400.0,4,1,4
1100000.0,470.0,4.0,3,4,800.0,3300.0,4,1,21
1500000.0,543.0,4.0,1,4,650.0,4500.0,4,1,14
850000.0,450.0,4.0,1,2,630.0,2550.0,4,1,1
1300000.0,350.0,5.0,3,4,750.0,1600.0,4,1,3
1950000.0,400.0,4.0,3,4,910.0,5850.0,4,1,9
1430000.0,287.0,4.0,3,3,756.0,60.0,4,1,4
1350000.0,250.0,4.0,4,2,530.0,4050.0,4,1,12
1300000.0,340.0,5.0,2,3,530.0,3900.0,4,1,16
1200000.0,350.0,4.0,4,4,630.0,3600.0,4,1,13
800000.0,188.0,4.0,2,2,800.0,2400.0,4,1,9
1300000.0,500.0,6.0,3,5,1500.0,3900.0,4,1,1
1200000.0,312.0,6.0,3,3,530.0,3600.0,4,1,16
1245000.0,347.0,6.0,2,2,556.0,3735.0,4,1,18
1500000.0,500.0,6.0,3,0,1200.0,4500.0,4,1,7
1200000.0,390.0,4.0,4,4,620.0,3600.0,4,1,9
2200000.0,358.0,4.0,4,4,535.0,1800.0,4,1,18
1350000.0,300.0,4.0,4,4,500.0,4050.0,4,1,21
1300000.0,469.0,4.0,2,4,481.0,1244.0,4,1,15
2390000.0,350.0,3.0,1,4,710.0,7170.0,6,1,14
2390000.0,450.0,3.0,1,3,700.0,7170.0,6,1,19
2290000.0,380.0,3.0,2,4,710.0,6870.0,6,1,17
1790000.0,390.0,3.0,1,2,600.0,751.0,4,1,1
1790000.0,270.0,3.0,1,4,601.0,1200.0,4,1,0
1790000.0,270.0,3.0,1,4,600.0,5370.0,4,1,15
2190000.0,380.0,3.0,3,3,650.0,6570.0,4,1,27
1790000.0,270.0,3.0,1,0,600.0,1200.0,4,1,10
1890000.0,349.0,3.0,2,0,300.0,103.0,4,1,2
2590000.0,400.0,3.0,1,2,602.0,7770.0,4,1,10
2200000.0,328.0,3.0,3,4,601.0,6600.0,4,1,4
480000.0,400.0,3.0,3,4,150.0,1440.0,4,1,0
600000.0,295.0,3.0,3,0,355.0,462.0,4,1,0
825000.0,232.0,3.0,1,2,340.0,2475.0,4,1,0
700000.0,300.0,3.0,2,0,429.0,572.0,4,1,4
795000.0,294.0,3.0,2,4,460.0,550.0,4,1,3
825000.0,240.0,3.0,1,2,350.0,2475.0,4,1,13
890000.0,175.0,3.0,1,2,600.0,2670.0,4,1,6
880000.0,210.0,3.0,2,0,300.0,978.0,4,1,1
920000.0,350.0,3.0,1,2,354.0,2760.0,4,1,0
975000.0,350.0,3.0,1,2,440.0,2000.0,4,1,0
899000.0,189.0,3.0,2,0,552.0,882.0,4,1,2
850000.0,147.0,3.0,1,2,420.0,2550.0,4,1,0
1900000.0,360.0,3.0,1,3,661.0,5700.0,4,1,0
1480000.0,321.98,3.0,2,2,751.0,4440.0,4,1,21
890000.0,196.0,3.0,3,2,150.0,2670.0,4,1,12
2957000.0,255.0,3.0,3,4,690.0,8871.0,4,1,21
1680000.0,100.0,3.0,1,4,899.0,5040.0,4,1,0
2620000.0,300.0,3.0,1,4,900.0,2500.0,4,1,21
3300000.0,450.0,3.0,3,2,983.0,9900.0,4,1,5
2190000.0,390.0,3.0,3,2,450.0,1632.0,4,1,2
1950000.0,400.0,3.0,3,2,600.0,5850.0,4,1,19
820000.0,220.0,3.0,2,0,601.0,77.0,4,1,2
3400000.0,500.0,3.0,3,8,380.0,562.0,4,1,3
1350000.0,172.0,3.0,3,2,546.0,4050.0,4,1,17
895000.0,280.0,3.0,1,2,850.0,2685.0,4,1,15
850000.0,200.0,3.0,1,4,250.0,2550.0,4,1,0
850000.0,220.0,3.0,1,4,1490.0,1700.0,4,1,2
730000.0,183.0,3.0,1,3,545.0,1250.0,4,1,12
880000.0,200.0,3.0,1,2,250.0,400.0,4,1,2
800000.0,247.0,3.0,3,4,250.0,2400.0,4,1,7
1790000.0,350.0,3.0,1,4,1180.0,2000.0,4,1,22
1249000.0,230.0,3.0,2,2,800.0,2200.0,4,1,24
1790000.0,450.0,3.0,3,0,1180.0,1900.0,4,1,15
1790000.0,350.0,3.0,3,0,919.0,5370.0,4,1,8
1250000.0,230.0,3.0,2,2,800.0,800.0,4,1,12
1250000.0,230.0,3.0,2,2,877.0,654.0,4,1,21
1400000.0,295.0,3.0,3,2,919.0,4200.0,4,1,11
1300000.0,215.0,3.0,2,2,919.0,3900.0,4,1,3
849000.0,300.0,3.0,1,4,875.0,576.0,4,1,0
1290000.0,176.0,3.0,1,2,795.0,3870.0,4,1,0
1290000.0,167.0,3.0,1,2,640.0,3870.0,4,1,2
1390000.0,380.0,3.0,3,4,600.0,1000.0,4,1,17
1380000.0,220.0,3.0,3,2,780.0,4140.0,4,1,4
1650000.0,210.0,3.0,3,2,1000.0,4950.0,4,1,16
1650000.0,210.0,3.0,3,2,1000.0,1295.0,4,1,19
1650000.0,210.0,3.0,3,0,1000.0,4950.0,4,1,0
1600000.0,320.0,3.0,3,2,950.0,1100.0,4,1,19
1290000.0,172.0,3.0,1,2,1082.0,1317.0,4,1,11
1270000.0,237.0,3.0,3,2,500.0,3810.0,4,1,3
1290000.0,237.0,3.0,1,2,500.0,3870.0,4,1,4
1270000.0,210.0,3.0,3,2,756.0,3810.0,4,1,3
1400000.0,190.0,3.0,1,2,610.0,800.0,4,1,15
1430000.0,265.0,3.0,3,2,400.0,4290.0,4,1,0
1290000.0,220.0,3.0,1,4,640.0,1256.0,4,1,4
1290000.0,168.0,3.0,1,4,673.0,3870.0,4,1,2
1350000.0,233.0,3.0,3,2,700.0,4050.0,4,1,7
940000.0,305.0,3.0,2,4,150.0,2820.0,4,1,4
525000.0,260.0,3.0,1,0,931.0,1575.0,4,1,4
750000.0,105.0,3.0,1,2,91.0,2250.0,4,1,6
1280000.0,161.0,3.0,3,2,700.0,3840.0,4,1,1
1690000.0,161.0,3.0,3,2,680.0,5070.0,4,1,16
525000.0,70.0,3.0,1,2,397.0,1129.0,5,1,0
580000.0,110.0,3.0,1,2,392.0,1740.0,5,1,13
549000.0,68.0,3.0,1,2,268.0,1647.0,5,1,7
560000.0,68.0,3.0,1,2,647.0,1100.0,5,1,6
620000.0,88.0,3.0,1,2,380.0,780.0,5,1,3
630000.0,68.0,3.0,0,2,380.0,1890.0,5,1,3
550000.0,120.0,3.0,1,2,399.0,1650.0,5,1,9
570000.0,58.0,3.0,1,2,384.0,1104.0,5,1,10
675000.0,67.0,3.0,1,2,517.0,1128.0,5,1,1
630000.0,100.0,3.0,1,2,450.0,1200.0,5,1,3
650000.0,100.0,3.0,1,2,400.0,1000.0,5,1,13
630000.0,100.0,3.0,1,2,400.0,900.0,5,1,0
690000.0,99.83,3.0,1,2,380.0,2070.0,5,1,0
595000.0,68.0,3.0,1,1,383.0,1050.0,5,1,5
680000.0,80.0,3.0,1,2,545.0,2040.0,5,1,17
699000.0,110.0,3.0,1,2,450.0,2097.0,5,1,0
1290000.0,160.0,3.0,1,4,710.0,3870.0,6,1,9
2600000.0,400.0,3.0,3,4,600.0,1350.0,6,1,19
475000.0,90.0,3.0,0,1,500.0,1425.0,6,1,4
800000.0,160.0,3.0,2,2,300.0,2400.0,6,1,12
570000.0,67.0,3.0,1,2,345.0,1200.0,5,1,0
754999.99,110.0,3.0,1,2,400.0,1100.0,5,1,0
670000.0,115.0,3.0,1,2,316.0,2010.0,5,1,0
665000.0,100.0,3.0,1,3,500.0,1200.0,5,1,13
750000.0,100.0,3.0,1,2,400.0,1100.0,5,1,0
560000.0,68.0,3.0,1,2,320.0,1680.0,5,1,16
600000.0,68.0,3.0,0,2,500.0,1800.0,5,1,7
750000.0,229.0,3.0,1,0,450.0,264.0,5,1,0
1900000.0,336.0,3.0,3,0,450.0,3337.0,4,1,5
2290000.0,310.0,3.0,3,0,550.0,2500.0,4,1,0
2290000.0,310.0,3.0,3,4,550.0,15000.0,4,1,5
2190000.0,290.0,3.0,3,4,550.0,13200.0,4,1,4
1290000.0,201.0,3.0,3,2,300.0,1200.0,4,1,0
1290000.0,201.0,3.0,3,2,300.0,3870.0,4,1,19
2100000.0,310.0,3.0,3,4,500.0,4500.0,4,1,13
2100000.0,290.0,3.0,3,4,500.0,4500.0,4,1,14
2900000.0,489.0,3.0,3,2,1150.0,8700.0,4,1,3
1990000.0,490.0,3.0,3,2,300.0,5970.0,4,1,18
1700000.0,250.0,3.0,3,2,1100.0,1200.0,4,1,18
1900000.0,300.0,3.0,3,2,1000.0,5700.0,4,1,9
890000.0,240.0,3.0,3,2,500.0,500.0,4,1,9
980000.0,220.0,3.0,1,2,180.0,2940.0,4,1,15
1790000.0,340.0,3.0,3,2,482.0,5370.0,4,1,0
650000.0,140.0,3.0,2,2,300.0,500.0,4,1,0
2190000.0,290.0,3.0,3,4,550.0,2500.0,4,1,1
1300000.0,206.31,3.0,3,4,400.0,2500.0,4,1,10
450000.0,75.0,3.0,1,0,400.0,900.0,5,1,0
650000.0,65.0,3.0,1,2,450.0,850.0,5,1,1
649000.0,115.0,3.0,1,2,480.0,1947.0,5,1,1
1150000.0,140.0,3.0,1,3,730.0,1350.0,4,1,7
1897000.0,407.0,3.0,3,4,750.0,2070.0,4,1,5
1350000.0,190.0,3.0,1,2,716.0,1650.0,4,1,2
1780000.0,320.0,3.0,3,2,1100.0,2000.0,4,1,13
1790000.0,360.0,3.0,3,4,395.0,5370.0,4,1,5
1850000.0,300.0,3.0,3,2,365.0,5550.0,4,1,3
1990000.0,300.0,3.0,3,2,365.0,5970.0,4,1,2
1080000.0,220.0,3.0,3,4,500.0,1200.0,4,1,2
1250000.0,200.0,3.0,1,2,434.0,2073.0,4,1,1
850000.0,250.0,3.0,3,2,280.0,2550.0,4,1,14
2390000.0,300.0,4.0,2,2,400.0,3312.0,11,1,2
4195000.0,506.0,5.0,4,6,1240.0,4400.0,11,1,6
